"Order","Family","Genus","GenSp","Status"
"COLEOPTERA","Curculionidae","Dryophthorus","Dryophthorus insignis","end"
"COLEOPTERA","Curculionidae","Dryophthorus","Dryophthorus kauaiensis","end"
"COLEOPTERA","Curculionidae","Dryophthorus","Dryophthorus squalidus","end"
"COLEOPTERA","Curculionidae","Dryotribus","Dryotribus mimeticus","adv"
"COLEOPTERA","Curculionidae","Hypurus","Hypurus bertrandi","adv"
"COLEOPTERA","Curculionidae","Listroderes","Listroderes costirostris","adv"
"COLEOPTERA","Curculionidae","Listroderes","Listroderes difficilis","adv"
"COLEOPTERA","Curculionidae","Macrancylus","Macrancylus linearis","adv"
"COLEOPTERA","Curculionidae","Nesotocus","Nesotocus giffardi","end"
"COLEOPTERA","Curculionidae","Nesotocus","Nesotocus newelli","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas aenescens","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas angustum","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas brunneum","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas flexirostre","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas graciliforme","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas grande","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas hawaiiense","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas leiothorax","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas longicorne","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas oblongum","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas obscurum","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas olindae","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas paludicola","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas pulchrum","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas puncticolle","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas purpurascens","end"
"COLEOPTERA","Curculionidae","Oodemas","Oodemas tardum","end"
"COLEOPTERA","Curculionidae","Orchidophilus","Orchidophilus aterrimus","adv"
"COLEOPTERA","Curculionidae","Orchidophilus","Orchidophilus peregrinator","adv"
"COLEOPTERA","Curculionidae","Oxydema","Oxydema fusiforme","adv"
"COLEOPTERA","Curculionidae","Oxydema","Oxydema longulum","adv"
"COLEOPTERA","Curculionidae","Polytus","Polytus mellerborgi","adv"
"COLEOPTERA","Curculionidae","Rhabdoscelus","Rhabdoscelus obscurus","adv"
"COLEOPTERA","Curculionidae","Rhyncogonus","Rhyncogonus depressus","end"
"COLEOPTERA","Curculionidae","Rhyncogonus","Rhyncogonus haupu","end"
"COLEOPTERA","Curculionidae","Rhyncogonus","Rhyncogonus vestitus","end"
"COLEOPTERA","Curculionidae","Sitophilus","Sitophilus linearis","adv"
"COLEOPTERA","Curculionidae","Sitophilus","Sitophilus oryzae","adv"
"COLEOPTERA","Curculionidae","Syagrius","Syagrius fulvitarsis","adv"
"COLEOPTERA","Dermestidae","Argocerus","Argocerus similaris","end"
"COLEOPTERA","Dermestidae","Argocerus","Argocerus subguttatus","end"
"COLEOPTERA","Dermestidae","Dermestes","Dermestes maculatus","ind"
"COLEOPTERA","Dermestidae","Labrocerus","Labrocerus flavicornis","end"
"COLEOPTERA","Dermestidae","Labrocerus","Labrocerus obscurus","end"
"COLEOPTERA","Dermestidae","Orphinus","Orphinus terminalis","ind"
"COLEOPTERA","Dytiscidae","Copelatus","Copelatus parvulus","adv"
"COLEOPTERA","Dytiscidae","Hygrotus","Hygrotus medialis","adv"
"COLEOPTERA","Elateridae","Anchastus","Anchastus swezeyi","end"
"COLEOPTERA","Elateridae","Chalcolepidius","Chalcolepidius erythroloma","adv"
"COLEOPTERA","Elateridae","Conoderus","Conoderus exsul","adv"
"COLEOPTERA","Elateridae","Eopenthes","Eopenthes cognatus","end"
"COLEOPTERA","Elateridae","Eopenthes","Eopenthes funebris","end"
"COLEOPTERA","Elateridae","Itodacnus","Itodacnus collaris","end"
"COLEOPTERA","Elateridae","Itodacnus","Itodacnus gracilis","end"
"COLEOPTERA","Elateridae","Melanoxanthus","Melanoxanthus melanocephalus","adv"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus agriotoides","end"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus bonvouloiri","end"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus compressus","end"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus hawaiiensis","end"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus konensis","end"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus mauiensis","end"
"COLEOPTERA","Eucnemidae","Dromaeolus","Dromaeolus puncticollis","end"
"COLEOPTERA","Eucnemidae","Epiphanis","Epiphanis tristis","end"
"COLEOPTERA","Eucnemidae","Fornax","Fornax longicornis","end"
"COLEOPTERA","Histeridae","Aeletes","Aeletes kauaiensis","end"
"COLEOPTERA","Histeridae","Aeletes","Aeletes longipes","end"
"COLEOPTERA","Histeridae","Aeletes","Aeletes minor","end"
"COLEOPTERA","Histeridae","Aeletes","Aeletes similis","end"
"COLEOPTERA","Histeridae","Aeletes","Aeletes subalatus","end"
"COLEOPTERA","Hydrophilidae","Cercyon","Cercyon laminatus","adv"
"COLEOPTERA","Hydrophilidae","Dactylosternum","Dactylosternum dispar","adv"
"COLEOPTERA","Hydrophilidae","Dactylosternum","Dactylosternum subquadratum","ind"
"COLEOPTERA","Hydrophilidae","Limnoxenus","Limnoxenus namolokama","end"
"COLEOPTERA","Laemophloeidae","Brontolaemus","Brontolaemus agilis","end"
"COLEOPTERA","Laemophloeidae","Brontolaemus","Brontolaemus currax","end"
"COLEOPTERA","Laemophloeidae","Cryptolestes","Cryptolestes pusillus","adv"
"COLEOPTERA","Lucanidae","Apterocyclus","Apterocyclus honoluluensis","end"
"COLEOPTERA","Lyctidae","Lyctus","Lyctus brunneus","adv"
"COLEOPTERA","Mycetophagidae","Litargus","Litargus vestitus","ind"
"COLEOPTERA","Mycetophagidae","Typhaea","Typhaea stercorea","adv"
"COLEOPTERA","Nitidulidae","Apetasimus","Apetasimus atratus","end"
"COLEOPTERA","Nitidulidae","Apetasimus","Apetasimus conditus","end"
"COLEOPTERA","Nitidulidae","Carpophilus","Carpophilus dimidiatus","adv"
"COLEOPTERA","Nitidulidae","Carpophilus","Carpophilus humeralis","adv"
"COLEOPTERA","Nitidulidae","Carpophilus","Carpophilus maculatus","adv"
"COLEOPTERA","Nitidulidae","Carpophilus","Carpophilus marginellus","adv"
"COLEOPTERA","Nitidulidae","Cillaeopeplus","Cillaeopeplus reitteri","end"
"COLEOPTERA","Nitidulidae","Cybocephalus","Cybocephalus nipponicus","adv"
"COLEOPTERA","Nitidulidae","Eupetinus","Eupetinus curtus","end"
"COLEOPTERA","Nitidulidae","Eupetinus","Eupetinus macrothorax","end"
"COLEOPTERA","Nitidulidae","Eupetinus","Eupetinus marginatus","end"
"COLEOPTERA","Nitidulidae","Eupetinus","Eupetinus omalioides","end"
"COLEOPTERA","Nitidulidae","Eupetinus","Eupetinus striatus","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus arduus","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus calvus","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus elegans","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus eremitus","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus fugitivus","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus mauiensis","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus perkinsi","end"
"COLEOPTERA","Nitidulidae","Gonioryctus","Gonioryctus suavis","end"
"COLEOPTERA","Nitidulidae","Omosita","Omosita discoidea","adv"
"COLEOPTERA","Nitidulidae","Orthostolus","Orthostolus germanus","end"
"COLEOPTERA","Nitidulidae","Orthostolus","Orthostolus prosternalis","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus apertus","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus bidens","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus kauaiensis","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus olindae","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus omissus","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus protinoides","end"
"COLEOPTERA","Nitidulidae","Prosopeus","Prosopeus similis","end"
"COLEOPTERA","Nitidulidae","Stelidota","Stelidota geminata","adv"
"COLEOPTERA","Oedemeridae","Ananca","Ananca bicolor","adv"
"COLEOPTERA","Scarabaeidae","Adoretus","Adoretus sinicus","adv"
"COLEOPTERA","Scarabaeidae","Onthophagus","Onthophagus sagittarius","adv"
"COLEOPTERA","Scarabaeidae","Protaetia","Protaetia fusca","adv"
"COLEOPTERA","Scolytidae","Coccotrypes","Coccotrypes carpophagus","adv"
"COLEOPTERA","Scolytidae","Cryphalus","Cryphalus sylvicola","adv"
"COLEOPTERA","Scolytidae","Euwallacea","Euwallacea fornicatus","adv"
"COLEOPTERA","Scolytidae","Hypothenemus","Hypothenemus birmanus","adv"
"COLEOPTERA","Scolytidae","Hypothenemus","Hypothenemus eruditus","adv"
"COLEOPTERA","Scolytidae","Hypothenemus","Hypothenemus javanus","adv"
"COLEOPTERA","Scolytidae","Hypothenemus","Hypothenemus obscurus","adv"
"COLEOPTERA","Scolytidae","Hypothenemus","Hypothenemus pubescens","adv"
"COLEOPTERA","Scolytidae","Xyleborinus","Xyleborinus saxeseni","adv"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus affinis","adv"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus dubiosus","end"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus hawaiiensis","end"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus hiiaka","end"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus kauaiensis","end"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus molokaiensis","end"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus rugatus","end"
"COLEOPTERA","Scolytidae","Xyleborus","Xyleborus vulcanus","end"
"COLEOPTERA","Scolytidae","Xylosandrus","Xylosandrus crassiusculus","adv"
"COLEOPTERA","Silvanidae","Nausibius","Nausibius clavicornis","adv"
"COLEOPTERA","Silvanidae","Psammoechus","Psammoechus insularis","adv"
"COLEOPTERA","Staphylinidae","Anotylus","Anotylus nitidifrons","adv"
"COLEOPTERA","Staphylinidae","Dalotia","Dalotia coriaria","adv"
"COLEOPTERA","Staphylinidae","Atheta","Atheta coriaria","adv"
"COLEOPTERA","Staphylinidae","Atheta","Atheta dilutipennis","adv"
"COLEOPTERA","Staphylinidae","Diestota","Diestota aberrans","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota latifrons","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota montana","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota occidentalis","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota parva","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota robusta","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota sculpturata","end"
"COLEOPTERA","Staphylinidae","Diestota","Diestota trogophleoides","end"
"COLEOPTERA","Staphylinidae","Leurocorynus","Leurocorynus cephalotes","end"
"COLEOPTERA","Staphylinidae","Liophaena","Liophaena centralis","end"
"COLEOPTERA","Staphylinidae","Lispinodes","Lispinodes kauaiensis","end"
"COLEOPTERA","Staphylinidae","Myllaena","Myllaena cognata","end"
"COLEOPTERA","Staphylinidae","Myllaena","Myllaena rufescens","end"
"COLEOPTERA","Staphylinidae","Myllaena","Myllaena vicina","end"
"COLEOPTERA","Staphylinidae","Myrmecopora","Myrmecopora pumila","end"
"COLEOPTERA","Staphylinidae","Nesomedon","Nesomedon quadratus","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota aethiops","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota currax","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota glabra","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota mutanda","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota prolixa","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota scripta","end"
"COLEOPTERA","Staphylinidae","Oligota","Oligota tenuicornis","end"
"COLEOPTERA","Staphylinidae","Ophiomedon","Ophiomedon incomptus","end"
"COLEOPTERA","Staphylinidae","Neosorius","Neosorius rufipes","adv"
"COLEOPTERA","Staphylinidae","Philonthus","Philonthus discoideus","adv"
"COLEOPTERA","Staphylinidae","Philonthus","Philonthus scybalarius","adv"
"COLEOPTERA","Staphylinidae","Phlaeopora","Phlaeopora diluta","end"
"COLEOPTERA","Staphylinidae","Platystethus","Platystethus americanus","adv"
"COLEOPTERA","Staphylinidae","Thoracophorus","Thoracophorus blackburni","end"
"COLEOPTERA","Tenebrionidae","Alphitobius","Alphitobius laevigatus","adv"
"COLEOPTERA","Tenebrionidae","Blapstinus","Blapstinus dilatatus","adv"
"COLEOPTERA","Tenebrionidae","Eutochia","Eutochia lateralis","adv"
"COLEOPTERA","Tenebrionidae","Gonocephalum","Gonocephalum adpressiforme","adv"
"COLEOPTERA","Tenebrionidae","Lobometopon","Lobometopon diremptus","adv"
"COLEOPTERA","Tenebrionidae","Tribolium","Tribolium castaneum","adv"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya atrocincta","adv"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya guthriei","adv"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya kea","end"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya laha","end"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya malena","end"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya mauka","end"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya mauna","end"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya multifasciata","adv"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya sauteri","adv"
"COLLEMBOLA","Entomobryidae","Entomobrya","Entomobrya socia","adv"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus eeu","end"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus hukulii","end"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus immaculatus","end"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus kuakea","end"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus pallidus","adv"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus uku","end"
"COLLEMBOLA","Entomobryidae","Lepidocyrtus","Lepidocyrtus violaceus","adv"
"COLLEMBOLA","Entomobryidae","Pseudosinella","Pseudosinella lahainaensis","end"
"COLLEMBOLA","Entomobryidae","Salina","Salina celebensis","adv"
"COLLEMBOLA","Entomobryidae","Seira","Seira terrestris","adv"
"COLLEMBOLA","Entomobryidae","Sinella","Sinella borerae","end"
"COLLEMBOLA","Entomobryidae","Sinella","Sinella caeca","adv"
"COLLEMBOLA","Entomobryidae","Sinella","Sinella yosiia","end"
"COLLEMBOLA","Entomobryidae","Tomocerus","Tomocerus minor","adv"
"COLLEMBOLA","Hypogastruridae","Anurida","Anurida anini","end"
"COLLEMBOLA","Hypogastruridae","Brachystomella","Brachystomella parvula","adv"
"COLLEMBOLA","Hypogastruridae","Friesea","Friesea ninau","end"
"COLLEMBOLA","Hypogastruridae","Hypogastrura","Hypogastrura pahiku","end"
"COLLEMBOLA","Hypogastruridae","Neanura","Neanura hawaiiensis","end"
"COLLEMBOLA","Hypogastruridae","Neanura","Neanura ili","end"
"COLLEMBOLA","Hypogastruridae","Odontella","Odontella kapii","end"
"COLLEMBOLA","Hypogastruridae","Xenylla","Xenylla yucatana","adv"
"COLLEMBOLA","Isotomidae","Folsomia","Folsomia candida","adv"
"COLLEMBOLA","Isotomidae","Folsomia","Folsomia octoculata","adv"
"COLLEMBOLA","Isotomidae","Folsomides","Folsomides parvulus","adv"
"COLLEMBOLA","Isotomidae","Folsomina","Folsomina onychiurina","adv"
"COLLEMBOLA","Isotomidae","Isotoma","Isotoma ahiehie","end"
"COLLEMBOLA","Isotomidae","Isotoma","Isotoma sensibilis","adv"
"COLLEMBOLA","Isotomidae","Isotoma","Isotoma trispinata","adv"
"COLLEMBOLA","Isotomidae","Isotomiella","Isotomiella minor","adv"
"COLLEMBOLA","Isotomidae","Proisotoma","Proisotoma centralis","adv"
"COLLEMBOLA","Isotomidae","Proisotoma","Proisotoma nigromaculosa","adv"
"COLLEMBOLA","Neelidae","Neelus","Neelus minutus","adv"
"COLLEMBOLA","Neelidae","Neelus","Neelus poki","end"
"COLLEMBOLA","Onychiuridae","Allaphorura","Allaphorura encarpatus","adv"
"COLLEMBOLA","Onychiuridae","Prabhergia","Prabhergia nayarii","adv"
"COLLEMBOLA","Onychiuridae","Tullbergia","Tullbergia macrochaeta","adv"
"COLLEMBOLA","Onychiuridae","Tullbergia","Tullbergia yosiii","adv"
"COLLEMBOLA","Sminthuridae","Bourletiella","Bourletiella hortensis","adv"
"COLLEMBOLA","Sminthuridae","Dicyrtoma","Dicyrtoma brevifibra","end"
"COLLEMBOLA","Sminthuridae","Dicyrtoma","Dicyrtoma hawaiiensis","end"
"COLLEMBOLA","Sminthuridae","Dicyrtoma","Dicyrtoma madestris","end"
"COLLEMBOLA","Sminthuridae","Sminthurinus","Sminthurinus quadrimaculatus","adv"
"DERMAPTERA","Carcinophoridae","Euborellia","Euborellia annulipes","adv"
"DERMAPTERA","Carcinophoridae","Euborellia","Euborellia eteronoma","end"
"DERMAPTERA","Labiidae","Paralabella","Paralabella curvicauda","adv"
"DERMAPTERA","Labiidae","Sphingolabis","Sphingolabis hawaiiensis","adv"
"DERMAPTERA","Labiidae","Spirolabia","Spirolabia dubronyi","adv"
"DIPLOPODA","Pyrgodesmidae","Aporodesminus","Aporodesminus wallacei","adv"
"DIPLURA","Parajapygidae","Parajapyx","Parajapyx isabellae","adv"
"DIPTERA","Agromyzidae","Amauromyza","Amauromyza maculosa","adv"
"DIPTERA","Agromyzidae","Liriomyza","Liriomyza cocculi","adv"
"DIPTERA","Agromyzidae","Liriomyza","Liriomyza sativae","adv"
"DIPTERA","Agromyzidae","Liriomyza","Liriomyza trifolii","adv"
"DIPTERA","Agromyzidae","Phytomyza","Phytomyza plantaginis","adv"
"DIPTERA","Anthomyiidae","Anthomyia","Anthomyia vicarians","adv"
"DIPTERA","Anthomyzidae","Mumetopia","Mumetopia nigrimana","adv"
"DIPTERA","Bombyliidae","Anthrax","Anthrax koshunensis","adv"
"DIPTERA","Calliphoridae","Calliphora","Calliphora vicina","adv"
"DIPTERA","Calliphoridae","Calliphora","Calliphora vomitoria","adv"
"DIPTERA","Calliphoridae","Chrysomya","Chrysomya rufifacies","adv"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia bryani","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia fasciata","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia hawaiiensis","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia lata","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia limbipennis","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia nigerrima","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia obscura","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia robusta","end"
"DIPTERA","Calliphoridae","Dyscritomyia","Dyscritomyia viridis","end"
"DIPTERA","Calliphoridae","Pollenia","Pollenia rudis","adv"
"DIPTERA","Calliphoridae","Rhinia","Rhinia apicalis","adv"
"DIPTERA","Canacidae","Canaceoides","Canaceoides angulatus","adv"
"DIPTERA","Canacidae","Canaceoides","Canaceoides hawaiiensis","end"
"DIPTERA","Canacidae","Procanace","Procanace acuminata","end"
"DIPTERA","Canacidae","Procanace","Procanace bifurcata","end"
"DIPTERA","Canacidae","Procanace","Procanace confusa","end"
"DIPTERA","Canacidae","Procanace","Procanace constricta","end"
"DIPTERA","Canacidae","Procanace","Procanace nigroviridis","end"
"DIPTERA","Cecidomyiidae","Contarinia","Contarinia maculipennis","adv"
"DIPTERA","Cecidomyiidae","Giardomyia","Giardomyia furvescens","end"
"DIPTERA","Cecidomyiidae","Lestodiplosis","Lestodiplosis obtusilobata","end"
"DIPTERA","Cecidomyiidae","Lestremia","Lestremia clivicola","end"
"DIPTERA","Cecidomyiidae","Rhopalomyia","Rhopalomyia chrysantherni","adv"
"DIPTERA","Ceratopogonidae","Dasyhelea","Dasyhelea platychaeta","end"
"DIPTERA","Ceratopogonidae","Forcipomyia","Forcipomyia brevis","end"
"DIPTERA","Chironomidae","Orthocladius","Orthocladius williamsi","end"
"DIPTERA","Chironomidae","Polypedilum","Polypedilum nubiferum","end"
"DIPTERA","Chironomidae","Pseudosmittia","Pseudosmittia maculiventris","adv"
"DIPTERA","Chironomidae","Telmatogeton","Telmatogeton fluviatilis","end"
"DIPTERA","Chironomidae","Telmatogeton","Telmatogeton pacificus","ind"
"DIPTERA","Chironomidae","Telmatogeton","Telmatogeton torrenticola","end"
"DIPTERA","Chironomidae","Thalassomya","Thalassomya setosipennis","end"
"DIPTERA","Chloropidae","Apallates","Apallates hermsi","adv"
"DIPTERA","Chloropidae","Cadrema","Cadrema pallida","adv"
"DIPTERA","Chloropidae","Conioscinella","Conioscinella formosa","adv"
"DIPTERA","Chloropidae","Gaurax","Gaurax bicoloripes","adv"
"DIPTERA","Chloropidae","Meijerella","Meijerella flavisetosa","adv"
"DIPTERA","Chyromyidae","Aphaniosoma","Aphaniosoma minuta","end"
"DIPTERA","Culicidae","Aedes","Aedes aegypti","adv"
"DIPTERA","Culicidae","Aedes","Aedes albopictus","adv"
"DIPTERA","Culicidae","Culex","Culex quinquefasciatus","adv"
"DIPTERA","Dolichopodidae","Adachia","Adachia williamsi","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus brevitibia","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus bryophilus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus calcaratus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus chauliopodus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus congregatus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus coniculus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus diamphidius","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus digitatus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus haleakalaae","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus helvolus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus indecorus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus macula","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus obscurus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus paniculatus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus parvulus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus penicillatus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus perplexus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus philohydratus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus platystylatus","end"
"DIPTERA","Dolichopodidae","Campsicnemus","Campsicnemus viridulus","end"
"DIPTERA","Dolichopodidae","Diaphorus","Diaphorus parthenus","end"
"DIPTERA","Dolichopodidae","Dolichopus","Dolichopus exsul","adv"
"DIPTERA","Dolichopodidae","Elmoia","Elmoia multispinosa","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster callaina","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster furva","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster kauaiensis","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster maculata","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster mediocris","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster paludis","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster tanyceraea","end"
"DIPTERA","Dolichopodidae","Eurynogaster","Eurynogaster undulata","end"
"DIPTERA","Dolichopodidae","Hydrophorus","Hydrophorus pacificus","end"
"DIPTERA","Dolichopodidae","Paraliancalus","Paraliancalus metallicus","end"
"DIPTERA","Dolichopodidae","Sigmatineurum","Sigmatineurum chalybeum","end"
"DIPTERA","Dolichopodidae","Sigmatineurum","Sigmatineurum napali","end"
"DIPTERA","Dolichopodidae","Sigmatineurum","Sigmatineurum parenti","end"
"DIPTERA","Dolichopodidae","Sweziella","Sweziella pictilipennata","end"
"DIPTERA","Dolichopodidae","Syntormon","Syntormon flexibile","adv"
"DIPTERA","Dolichopodidae","Uropachys","Uropachys fusticercus","end"
"DIPTERA","Drosophilidae","Cacoxenus","Cacoxenus perspicax","adv"
"DIPTERA","Drosophilidae","Dettopsomyia","Dettopsomyia formosa","adv"
"DIPTERA","Drosophilidae","Dettopsomyia","Dettopsomyia nigrovittata","adv"
"DIPTERA","Drosophilidae","Drosophila","Drosophila affinidisjuncta","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila amydrospilota","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila ananassae","adv"
"DIPTERA","Drosophilidae","Drosophila","Drosophila anomalipes","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila antecedens","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila anthrax","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila apicisetae","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila araiotrichia","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila atroscutellata","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila attenuata","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila badia","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila barbata","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila basisetae","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila bostrycha","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila brevissima","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila brunneisetae","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila caccabata","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila canavalia","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila ceratostoma","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila chaetopeza","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila ciliaticrus","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila cilifemorata","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila cnecopleura","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila conspicua","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila curtitarsus","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila diamphidiopoda","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila diffusa","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila digressa","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila dissita","end"
"DIPTERA","Drosophilidae","Drosophila","Drosophila disticha","end"
