value
0.046
0.05
0.046
0.048
0.052
0.048
0.048
0.048
0.044
0.12
0.12
0.12
0.122
0.122
0.122
0.122
0.122
0.122
0.122
0.05
0.05
0.05
0.05
0.05
0.05
0.048
0.048
0.048
0.046
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.048
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.048
0.068
0.072
0.07
0.07
0.07
0.07
0.07
0.074
0.072
0.072
0.068
0.072
0.068
0.07
0.07
0.07
0.07
0.07
0.064
0.066
0.064
0.064
0.062
0.062
0.062
0.062
0.064
0.064
0.062
0.062
0.012
0.008
0.01
0.016
0.012
0.012
0.012
0.008
0.122
0.122
0.122
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.052
0.052
0.05
0.05
0.05
0.05
0.048
0.048
0.048
0.046
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.05
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.05
0.07
0.074
0.072
0.072
0.072
0.072
0.072
0.076
0.074
0.07
0.07
0.074
0.07
0.072
0.072
0.072
0.072
0.072
0.066
0.068
0.066
0.066
0.064
0.064
0.064
0.064
0.066
0.066
0.064
0.064
0.004
0.006
0.02
0.016
0.016
0.016
0.012
0.128
0.128
0.128
0.126
0.126
0.126
0.126
0.126
0.126
0.126
0.058
0.058
0.056
0.056
0.056
0.056
0.054
0.054
0.054
0.052
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.056
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.056
0.07
0.078
0.074
0.074
0.074
0.074
0.074
0.078
0.076
0.072
0.076
0.08
0.076
0.078
0.078
0.078
0.078
0.078
0.072
0.074
0.07
0.07
0.068
0.068
0.068
0.068
0.07
0.07
0.068
0.068
0.002
0.016
0.012
0.012
0.012
0.008
0.126
0.126
0.126
0.124
0.124
0.124
0.124
0.124
0.124
0.124
0.056
0.056
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.05
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.054
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.054
0.074
0.078
0.076
0.076
0.076
0.076
0.076
0.08
0.078
0.074
0.074
0.078
0.074
0.076
0.076
0.076
0.076
0.076
0.07
0.072
0.07
0.07
0.068
0.068
0.068
0.068
0.07
0.07
0.068
0.068
0.018
0.014
0.014
0.014
0.01
0.126
0.126
0.126
0.124
0.124
0.124
0.124
0.124
0.124
0.124
0.056
0.056
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.05
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.054
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.054
0.074
0.078
0.076
0.076
0.076
0.076
0.076
0.08
0.078
0.074
0.074
0.078
0.074
0.076
0.076
0.076
0.076
0.076
0.07
0.072
0.07
0.07
0.068
0.068
0.068
0.068
0.07
0.07
0.068
0.068
0.012
0.012
0.012
0.008
0.13
0.13
0.13
0.128
0.128
0.128
0.128
0.128
0.128
0.128
0.06
0.06
0.058
0.058
0.058
0.058
0.056
0.056
0.056
0.054
0.062
0.062
0.062
0.062
0.062
0.062
0.062
0.062
0.062
0.062
0.062
0.062
0.058
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.058
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.058
0.078
0.082
0.08
0.08
0.08
0.08
0.08
0.084
0.082
0.078
0.078
0.082
0.078
0.08
0.08
0.08
0.08
0.08
0.074
0.076
0.074
0.074
0.072
0.072
0.072
0.072
0.074
0.074
0.072
0.072
0
0.008
0.004
0.124
0.124
0.124
0.122
0.122
0.122
0.122
0.122
0.122
0.122
0.054
0.054
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.048
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.052
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.072
0.076
0.074
0.074
0.074
0.074
0.074
0.078
0.076
0.072
0.072
0.076
0.072
0.074
0.074
0.074
0.074
0.074
0.068
0.07
0.068
0.068
0.066
0.066
0.066
0.066
0.068
0.068
0.066
0.066
0.008
0.004
0.124
0.124
0.124
0.122
0.122
0.122
0.122
0.122
0.122
0.122
0.054
0.054
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.048
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.052
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.072
0.076
0.074
0.074
0.074
0.074
0.074
0.078
0.076
0.072
0.072
0.076
0.072
0.074
0.074
0.074
0.074
0.074
0.068
0.07
0.068
0.068
0.066
0.066
0.066
0.066
0.068
0.068
0.066
0.066
0.004
0.12
0.12
0.12
0.118
0.118
0.118
0.118
0.118
0.118
0.118
0.05
0.05
0.048
0.048
0.048
0.048
0.046
0.046
0.046
0.044
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.048
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.048
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.046
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.048
0.068
0.072
0.07
0.07
0.07
0.07
0.07
0.074
0.072
0.068
0.068
0.072
0.068
0.07
0.07
0.07
0.07
0.07
0.064
0.066
0.064
0.064
0.062
0.062
0.062
0.062
0.064
0.064
0.062
0.062
0.124
0.124
0.124
0.122
0.122
0.122
0.122
0.122
0.122
0.122
0.054
0.054
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.048
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.052
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.052
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.054
0.054
0.054
0.054
0.054
0.054
0.054
0.052
0.072
0.076
0.074
0.074
0.074
0.074
0.074
0.078
0.076
0.072
0.072
0.076
0.072
0.074
0.074
0.074
0.074
0.074
0.068
0.07
0.068
0.068
0.066
0.066
0.066
0.066
0.068
0.068
0.066
0.066
0
0.002
0.088
0.088
0.09
0.092
0.092
0.092
0.094
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.078
0.078
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.098
0.1
0.098
0.096
0.1
0.096
0.098
0.098
0.098
0.098
0.098
0.092
0.094
0.092
0.092
0.09
0.09
0.09
0.09
0.092
0.092
0.09
0.09
0.002
0.088
0.088
0.09
0.092
0.092
0.092
0.094
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.078
0.078
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.098
0.1
0.098
0.096
0.1
0.096
0.098
0.098
0.098
0.098
0.098
0.092
0.094
0.092
0.092
0.09
0.09
0.09
0.09
0.092
0.092
0.09
0.09
0.086
0.086
0.088
0.09
0.09
0.09
0.092
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.078
0.078
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.074
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.098
0.1
0.098
0.096
0.1
0.096
0.098
0.098
0.098
0.098
0.098
0.092
0.094
0.092
0.092
0.09
0.09
0.09
0.09
0.092
0.092
0.09
0.09
0
0.01
0.014
0.014
0.014
0.016
0.082
0.082
0.082
0.082
0.082
0.082
0.08
0.08
0.08
0.078
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.096
0.102
0.098
0.098
0.102
0.098
0.1
0.1
0.1
0.1
0.1
0.094
0.096
0.09
0.09
0.084
0.084
0.084
0.084
0.086
0.086
0.086
0.086
0.01
0.014
0.014
0.014
0.016
0.082
0.082
0.082
0.082
0.082
0.082
0.08
0.08
0.08
0.078
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.096
0.102
0.098
0.098
0.102
0.098
0.1
0.1
0.1
0.1
0.1
0.094
0.096
0.09
0.09
0.084
0.084
0.084
0.084
0.086
0.086
0.086
0.086
0.004
0.004
0.004
0.006
0.082
0.082
0.082
0.082
0.082
0.082
0.08
0.08
0.08
0.078
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.096
0.102
0.098
0.098
0.102
0.098
0.1
0.1
0.1
0.1
0.1
0.094
0.096
0.09
0.09
0.084
0.084
0.084
0.084
0.086
0.086
0.086
0.086
0
0.004
0.006
0.082
0.082
0.082
0.082
0.082
0.082
0.08
0.08
0.08
0.078
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.096
0.102
0.098
0.098
0.102
0.098
0.1
0.1
0.1
0.1
0.1
0.094
0.096
0.09
0.09
0.084
0.084
0.084
0.084
0.086
0.086
0.086
0.086
0.004
0.006
0.082
0.082
0.082
0.082
0.082
0.082
0.08
0.08
0.08
0.078
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.082
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.078
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.076
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.078
0.096
0.098
0.096
0.096
0.096
0.096
0.096
0.096
0.102
0.098
0.098
0.102
0.098
0.1
0.1
0.1
0.1
0.1
0.094
0.096
0.09
0.09
0.084
0.084
0.084
0.084
