"site","hill_abund_0","hill_abund_1","hill_abund_2"
"BI_01",13,4.00178939577169,2.82402909879583
"MA_01",17,13.7460570945453,11.9582894862719
"KA_01",13,5.94987513343191,4.0126800690181
