"site","hill_trait_0","hill_trait_1","hill_trait_2"
"BI_01",29.0341654230514,7.78650583987778,4.72284042428511
"MA_01",15.788444899586,13.561339146838,12.1853817837913
"KA_01",20.0410971577951,10.0776797481828,7.09418274156324
